prob_red,prob_white,prediction,category
0.9995417633481758,0.0004582366518242319,red,red
0.9995365437004613,0.00046345629953869306,red,red
0.9995365120228632,0.0004634879771368327,red,red
0.9995283777841477,0.0004716222158522695,red,red
0.9995256169256336,0.000474383074366385,red,red
0.9995213742412691,0.00047862575873089245,red,red
0.9995098340709815,0.0004901659290184788,red,red
0.99948905852697,0.0005109414730299931,red,red
0.99948905852697,0.0005109414730299931,red,red
0.9994606232143968,0.0005393767856031835,red,red
0.9994384303689309,0.000561569631069157,red,red
0.9994310170199185,0.0005689829800814914,red,red
0.9994310170199185,0.0005689829800814914,red,red
0.9994308472921013,0.0005691527078987445,red,red
0.9994206166604982,0.000579383339501835,red,red
0.999396909016512,0.0006030909834879527,red,red
0.9993848293852411,0.0006151706147589083,red,red
0.9993541501049032,0.0006458498950967752,red,red
0.9993336041206279,0.0006663958793721083,red,red
0.9993322194040782,0.0006677805959217285,red,red
0.9993098198715559,0.0006901801284441155,red,red
0.9992896477262248,0.000710352273775266,red,red
0.9992815632860478,0.0007184367139522061,red,red
0.9992658919784017,0.0007341080215983888,red,red
0.9992647114710169,0.0007352885289831218,red,red
0.9992635037943595,0.000736496205640565,red,red
0.9992582972914709,0.0007417027085290945,red,red
0.9992415033555675,0.0007584966444324923,red,red
0.9992332699046054,0.0007667300953946464,red,red
0.9992283832638017,0.0007716167361983479,red,red
0.9992237865753522,0.000776213424647898,red,red
0.9992061426358552,0.0007938573641448893,red,red
0.999195269841111,0.000804730158889081,red,red
0.9991946852695538,0.000805314730446154,red,red
0.999190494535791,0.0008095054642090219,red,red
0.9991868455471684,0.0008131544528315345,red,red
0.9991688698058718,0.0008311301941281188,red,red
0.9991652292583385,0.0008347707416614718,red,red
0.9991583464738699,0.0008416535261300524,red,red
0.9991331299654312,0.0008668700345687864,red,red
0.9991120338509845,0.0008879661490154848,red,red
0.9991095964837958,0.0008904035162041739,red,red
0.9990993490694858,0.0009006509305141722,red,red
0.9990824981963004,0.0009175018036995979,red,red
0.9990779053197099,0.0009220946802901389,red,red
0.999020733814911,0.0009792661850890289,red,red
0.9990031911075407,0.000996808892459367,red,red
0.9989761533893542,0.0010238466106457828,red,red
0.9989666386292982,0.001033361370701811,red,red
0.9989551762666955,0.0010448237333045172,red,red
0.9989546503235585,0.001045349676441576,red,red
0.9989380634685956,0.0010619365314044548,red,red
0.9989378844849939,0.0010621155150060955,red,red
0.9989339326214421,0.0010660673785578454,red,red
0.998922187997926,0.0010778120020740161,red,red
0.9988983684380286,0.0011016315619714501,red,red
0.9988672027011309,0.0011327972988690919,red,red
0.9988672027011309,0.0011327972988690919,red,red
0.9988619233308474,0.0011380766691525947,red,red
0.9988617432110817,0.0011382567889183302,red,red
0.9988617432110817,0.0011382567889183302,red,red
0.9988522778216588,0.001147722178341198,red,red
0.9988268322842959,0.0011731677157040933,red,red
0.9987922624724181,0.001207737527581849,red,red
0.9987823231243494,0.00121767687565057,red,red
0.9987615884009062,0.0012384115990938102,red,red
0.9987257310349111,0.0012742689650888188,red,red
0.9986844965714846,0.0013155034285153623,red,red
0.9986695327301414,0.0013304672698586722,red,red
0.998661266286419,0.0013387337135809143,red,red
0.998587686631806,0.001412313368194026,red,red
0.9985542071852119,0.001445792814788038,red,red
0.9984538689763531,0.0015461310236468276,red,red
0.9984088546802141,0.0015911453197859232,red,red
0.9983953017604152,0.0016046982395847107,red,red
0.9983747544219479,0.001625245578052154,red,red
0.9983688800929936,0.0016311199070063946,red,red
0.9983591605916462,0.0016408394083538224,red,red
0.9983328904875359,0.001667109512464021,red,red
0.9983050493292803,0.0016949506707196276,red,red
0.9982889422624605,0.0017110577375395294,red,red
0.9982837051260035,0.0017162948739965376,red,red
0.9982294030924569,0.0017705969075430886,red,red
0.998214360342648,0.0017856396573520043,red,red
0.9981841094378792,0.0018158905621208606,red,red
0.9981393785571584,0.0018606214428415584,red,red
0.9981199624953171,0.0018800375046829291,red,red
0.9980955333451258,0.001904466654874253,red,red
0.9980731067419756,0.0019268932580244408,red,red
0.9980294337502449,0.001970566249755161,red,red
0.9980059267409888,0.0019940732590112893,red,red
0.9980021757776653,0.0019978242223347444,red,red
0.9979422304181773,0.002057769581822733,red,red
0.9978805906054746,0.0021194093945253478,red,red
0.9978489165810019,0.0021510834189980453,red,red
0.9977875672314226,0.002212432768577379,red,red
0.997697545376308,0.0023024546236920535,red,red
0.9976103821321499,0.002389617867850028,red,red
0.997599742761945,0.002400257238055067,red,red
0.9975178970607682,0.0024821029392317487,red,red
0.9974958075567841,0.0025041924432158383,red,red
0.9974690694486817,0.002530930551318247,red,red
0.9974675228827362,0.0025324771172637456,red,red
0.9974288052461818,0.002571194753818184,red,red
0.9974075214537534,0.0025924785462465814,red,red
0.9974011278180482,0.002598872181951791,red,red
0.9974011278180482,0.002598872181951791,red,red
0.9973470903986721,0.0026529096013279212,red,red
0.9972523765762289,0.0027476234237710628,red,red
0.9972295434397884,0.002770456560211523,red,red
0.9971927528300134,0.002807247169986562,red,red
0.9971828629956713,0.0028171370043287417,red,red
0.9971343020388889,0.002865697961111124,red,red
0.9971233887868031,0.0028766112131969595,red,red
0.9970897196626558,0.002910280337344248,red,red
0.9970203235383274,0.0029796764616726126,red,red
0.9970203235383274,0.0029796764616726126,red,red
0.9969822381999394,0.0030177618000605875,red,red
0.9969591999967466,0.0030408000032533596,red,red
0.9969548902692511,0.0030451097307488775,red,red
0.9969418117222811,0.003058188277718837,red,red
0.9969314463281583,0.0030685536718416686,red,red
0.9969173689119859,0.003082631088014066,red,red
0.996899146312496,0.0031008536875040036,red,red
0.996899146312496,0.0031008536875040036,red,red
0.9966983557763492,0.003301644223650708,red,red
0.996653831918863,0.003346168081136944,red,red
0.9966531102396268,0.0033468897603732735,red,red
0.996529992854169,0.0034700071458310102,red,red
0.9965036160727676,0.003496383927232361,red,red
0.9964127976758629,0.0035872023241371154,red,red
0.9962848806403501,0.0037151193596498366,red,red
0.996088884169003,0.003911115830997021,red,red
0.9960434808371962,0.003956519162803802,red,red
0.995916414070367,0.0040835859296330206,red,red
0.9958925463921225,0.004107453607877461,red,red
0.9958536473365782,0.004146352663421732,red,red
0.9958119053115775,0.004188094688422568,red,red
0.99575064769631,0.004249352303689914,red,red
0.9956490185475573,0.00435098145244268,red,red
0.995592520943599,0.0044074790564010025,red,red
0.9955743409713496,0.00442565902865046,red,red
0.995500672154715,0.00449932784528491,red,red
0.9953992251939409,0.004600774806059099,red,red
0.9953777854841789,0.0046222145158211145,red,red
0.9953637194133272,0.004636280586672771,red,red
0.9951611226853085,0.004838877314691462,red,red
0.9950671301553807,0.004932869844619273,red,red
0.994990743308398,0.0050092566916020275,red,red
0.9949534080352778,0.005046591964722244,red,red
0.9948905036288946,0.005109496371105325,red,red
0.994882019954427,0.005117980045572961,red,red
0.9948731754636962,0.005126824536303717,red,red
0.9947182541728402,0.005281745827159792,red,red
0.9945669339214004,0.005433066078599664,red,red
0.994370908415725,0.00562909158427502,red,red
0.9942979098836638,0.005702090116336163,red,red
0.9942609142394108,0.005739085760589205,red,red
0.9941874544580726,0.0058125455419274245,red,red
0.994172268055371,0.005827731944629025,red,red
0.9938133474898897,0.006186652510110261,red,red
0.9937597208590885,0.006240279140911558,red,red
0.9936113210860832,0.006388678913916759,red,red
0.9935465319774509,0.006453468022549128,red,red
0.9935356541460095,0.0064643458539904615,red,red
0.9934183310508027,0.006581668949197324,red,red
0.9932715700547018,0.006728429945298172,red,red
0.9932492874633992,0.0067507125366007645,red,red
0.9932051978558065,0.006794802144193527,red,red
0.9931008608028047,0.006899139197195328,red,red
0.9929679989337277,0.007032001066272309,red,red
0.9928760372091241,0.007123962790875948,red,red
0.9927736385244306,0.007226361475569468,red,red
0.9927169167391462,0.007283083260853795,red,red
0.9927025469392472,0.007297453060752799,red,red
0.9926703679958242,0.007329632004175769,red,red
0.9926622537343902,0.007337746265609749,red,red
0.9924437304812871,0.007556269518712884,red,red
0.9920601020767498,0.007939897923250191,red,red
0.9919565734944106,0.008043426505589462,red,red
0.9919565734944106,0.008043426505589462,red,red
0.99109951719515,0.008900482804849971,red,red
0.9910811537046101,0.008918846295389898,red,red
0.9909911336900937,0.009008866309906306,red,red
0.990919832092682,0.009080167907318047,red,red
0.9909165799229445,0.009083420077055544,red,red
0.9909165799229445,0.009083420077055544,red,red
0.9908142613066115,0.009185738693388455,red,red
0.9907493027380188,0.009250697261981265,red,red
0.9907263642929937,0.009273635707006322,red,red
0.9905194641711821,0.0094805358288179,red,red
0.9900777466974098,0.009922253302590237,red,red
0.9896759926356846,0.010324007364315376,red,red
0.9893373002639471,0.010662699736052925,red,red
0.9890621517887936,0.010937848211206384,red,red
0.9888548986127624,0.01114510138723753,red,red
0.9888548986127624,0.01114510138723753,red,red
0.9883754911609873,0.011624508839012691,red,red
0.9882891988711502,0.011710801128849832,red,red
0.9880516238770433,0.011948376122956697,red,red
0.9877166537097971,0.0122833462902029,red,red
0.9871901655429854,0.012809834457014571,red,red
0.9871901655429854,0.012809834457014571,red,red
0.9871786889354603,0.0128213110645396,red,red
0.9871776123833802,0.012822387616619833,red,red
0.98684924634211,0.013150753657889985,red,red
0.9862713376333982,0.01372866236660173,red,red
0.9858143599505335,0.014185640049466585,red,red
0.9855818876589759,0.014418112341024086,red,red
0.9855016034718598,0.01449839652814019,red,red
0.9854103224162093,0.014589677583790688,red,red
0.9851573874045219,0.014842612595478184,red,red
0.9848582885481372,0.015141711451862806,red,red
0.9848305280858245,0.015169471914175559,red,red
0.9844032283637828,0.015596771636217218,red,red
0.9842657907436788,0.015734209256321137,red,red
0.9841686537581719,0.015831346241828116,red,red
0.9841285251170874,0.015871474882912674,red,red
0.9840716928203848,0.015928307179615193,red,red
0.9839316061390768,0.01606839386092316,red,red
0.9839140020157153,0.016085997984284697,red,red
0.9836278759477689,0.016372124052231055,red,red
0.9826834811840974,0.017316518815902585,red,red
0.9824264269314057,0.01757357306859435,red,red
0.9823480349067686,0.01765196509323141,red,red
0.9819318780758551,0.018068121924144826,red,red
0.9818509860153485,0.018149013984651494,red,red
0.98177168019079,0.018228319809210015,red,red
0.9809329578752669,0.01906704212473305,red,red
0.9806974578221266,0.01930254217787336,red,red
0.9805649098653119,0.019435090134688145,red,red
0.9790680732296618,0.02093192677033812,red,red
0.9781259179905317,0.02187408200946832,red,red
0.9778871020441026,0.022112897955897385,red,red
0.9778252122956442,0.022174787704355752,red,red
0.97779597969622,0.022204020303780044,red,red
0.9771162972417561,0.022883702758243883,red,red
0.9769850129920509,0.023014987007949118,red,red
0.9767742035175306,0.02322579648246942,red,red
0.976370722014339,0.023629277985660935,red,red
0.976370722014339,0.023629277985660935,red,red
0.9755885102745673,0.024411489725432767,red,red
0.9752529421865084,0.02474705781349159,red,red
0.9751209284259637,0.024879071574036345,red,red
0.9745129477995645,0.025487052200435442,red,red
0.9744187625950775,0.025581237404922463,red,red
0.9744187625950775,0.025581237404922463,red,red
0.9734659957960815,0.02653400420391852,red,red
0.9733904683957393,0.026609531604260682,red,red
0.972097864717508,0.027902135282492014,red,red
0.9701319671448818,0.029868032855118236,red,red
0.9695356737301294,0.0304643262698706,red,red
0.969373307941181,0.03062669205881896,red,red
0.9688649738033034,0.031135026196696586,red,red
0.9687123632099344,0.031287636790065645,red,red
0.9666823479512987,0.03331765204870129,red,red
0.9665211356456765,0.03347886435432342,red,red
0.9664533044199796,0.0335466955800204,red,red
0.965440299832537,0.03455970016746305,red,red
0.9645807281847956,0.03541927181520448,red,red
0.9638118213463607,0.03618817865363927,red,red
0.9638118213463607,0.03618817865363927,red,red
0.9610910278882301,0.03890897211176986,red,red
0.9605403231367335,0.039459676863266485,red,red
0.9602363270096368,0.03976367299036317,red,red
0.9596115149052528,0.04038848509474728,red,red
0.9592643170964851,0.040735682903514946,red,red
0.9592554833992767,0.04074451660072335,red,red
0.9584073286830918,0.04159267131690829,red,red
0.9583235481086475,0.04167645189135251,red,red
0.9540530686391331,0.04594693136086692,red,red
0.9532895202349563,0.046710479765043667,red,red
0.9517668501456114,0.04823314985438861,red,red
0.9514769821456289,0.04852301785437108,red,red
0.9509525192145069,0.04904748078549316,red,red
0.9509525192145069,0.04904748078549316,red,red
0.9505576913852226,0.049442308614777344,red,red
0.9505576913852226,0.049442308614777344,red,red
0.9481778925283033,0.05182210747169674,red,red
0.9470714047972763,0.0529285952027237,red,red
0.9411923552951598,0.05880764470484021,red,red
0.9411923552951598,0.05880764470484021,red,red
0.9398193399683832,0.06018066003161679,red,red
0.939679075983958,0.060320924016042034,red,red
0.9383725585468102,0.06162744145318972,red,red
0.9356778154094908,0.06432218459050922,red,red
0.9356778154094908,0.06432218459050922,red,red
0.9354960424022308,0.06450395759776915,red,red
0.9350516479299312,0.06494835207006874,red,red
0.9350516479299312,0.06494835207006874,red,red
0.9347004869009391,0.06529951309906092,red,red
0.9346837224680535,0.06531627753194645,red,red
0.9345490647835963,0.06545093521640367,red,red
0.9341748274094027,0.06582517259059728,red,red
0.9293214507196023,0.0706785492803977,red,red
0.9252294561381813,0.07477054386181875,red,red
0.9240287219938033,0.07597127800619674,red,red
0.9238940430407301,0.07610595695926994,red,red
0.9201252603114469,0.07987473968855313,red,red
0.9194168395489456,0.0805831604510544,red,red
0.9191561595185784,0.08084384048142151,red,red
0.918138411094169,0.08186158890583098,red,red
0.9145050598862092,0.08549494011379083,red,red
0.9090172391093571,0.09098276089064296,red,red
0.9047174673917348,0.09528253260826527,red,red
0.9025858094214823,0.09741419057851775,red,red
0.8972743143016505,0.10272568569834947,red,red
0.8925190701339539,0.10748092986604607,red,red
0.892187305704802,0.107812694295198,red,red
0.889722106013441,0.11027789398655899,red,red
0.888123928368973,0.111876071631027,red,red
0.8880939318480453,0.11190606815195465,red,red
0.8786126736274099,0.12138732637259009,red,red
0.8768934023846693,0.12310659761533074,red,red
0.8735992234135576,0.12640077658644247,red,red
0.8714036113554937,0.12859638864450626,red,red
0.865110997198405,0.13488900280159494,red,red
0.8640887625930244,0.1359112374069756,red,red
0.8546157851871738,0.14538421481282618,red,red
0.8538199677350127,0.1461800322649873,red,red
0.8534454720980533,0.1465545279019467,red,white
0.8522917710873772,0.14770822891262278,red,red
0.8512868897080388,0.14871311029196127,red,red
0.8395752505029911,0.16042474949700888,red,red
0.8316382863999581,0.16836171360004187,red,red
0.8194645227348727,0.18053547726512725,red,red
0.8120169937774105,0.18798300622258948,red,red
0.8089355459180032,0.19106445408199674,red,red
0.7659673887901924,0.23403261120980756,red,white
0.765260618113357,0.23473938188664295,red,red
0.7609610955176049,0.239038904482395,red,white
0.7584407599641498,0.24155924003585022,red,red
0.739642405778705,0.26035759422129506,red,red
0.6990723096841955,0.30092769031580446,red,red
0.6793408160721717,0.3206591839278283,red,red
0.6669936641286265,0.33300633587137346,red,red
0.6645543021019171,0.3354456978980829,red,red
0.6452863771632825,0.3547136228367175,red,red
0.5617329131852639,0.43826708681473614,red,red
0.526677791280163,0.473322208719837,red,red
0.5171325412537373,0.4828674587462627,red,white
0.500620136327923,0.499379863672077,red,red
0.3384149801104064,0.6615850198895936,white,white
0.3235791045083989,0.6764208954916011,white,white
0.23653409049863305,0.763465909501367,white,white
0.21633429195778808,0.7836657080422119,white,white
0.21088369858510025,0.7891163014148997,white,white
0.17576108177424365,0.8242389182257563,white,white
0.15390813210549525,0.8460918678945047,white,white
0.13675885513971464,0.8632411448602854,white,white
0.13582958672708767,0.8641704132729123,white,white
0.12958182903802484,0.8704181709619752,white,white
0.12848891784672378,0.8715110821532762,white,white
0.12599972502838863,0.8740002749716114,white,white
0.12436922972540088,0.8756307702745991,white,white
0.11820730708742055,0.8817926929125794,white,white
0.11701223123493165,0.8829877687650683,white,white
0.11494900934688745,0.8850509906531125,white,white
0.1142015288509769,0.8857984711490231,white,white
0.11215148974915257,0.8878485102508474,white,white
0.1098338153221039,0.8901661846778961,white,white
0.10809058017017215,0.8919094198298279,white,white
0.10442321826688938,0.8955767817331106,white,white
0.10156534249553995,0.89843465750446,white,white
0.10119225305829982,0.8988077469417002,white,white
0.09648789544125702,0.903512104558743,white,white
0.0922594714480578,0.9077405285519422,white,white
0.0911621238364998,0.9088378761635002,white,white
0.08997887178379627,0.9100211282162037,white,white
0.08868889080996512,0.9113111091900349,white,white
0.08755553893431511,0.9124444610656849,white,white
0.08723636909542232,0.9127636309045777,white,white
0.07478284170521321,0.9252171582947868,white,white
0.07435731385398592,0.9256426861460141,white,white
0.06776646409492937,0.9322335359050706,white,white
0.06612050656681323,0.9338794934331868,white,white
0.06573551136886391,0.9342644886311361,white,white
0.06573551136886391,0.9342644886311361,white,white
0.06573551136886391,0.9342644886311361,white,white
0.06425804463844376,0.9357419553615562,white,white
0.05941834513207234,0.9405816548679277,white,white
0.059253113748502395,0.9407468862514976,white,white
0.05805820387337268,0.9419417961266273,white,white
0.05590087402018573,0.9440991259798143,white,white
0.055792240992043385,0.9442077590079566,white,white
0.05439164818126507,0.9456083518187349,white,white
0.05433439708126442,0.9456656029187356,white,white
0.0542242141186825,0.9457757858813175,white,white
0.05381028119605091,0.9461897188039491,white,white
0.05260153865088024,0.9473984613491198,white,white
0.05250113821655766,0.9474988617834423,white,white
0.05059032871873492,0.9494096712812651,white,white
0.049899602255208064,0.9501003977447919,white,white
0.04803970922413714,0.9519602907758629,white,white
0.04776412019312615,0.9522358798068739,white,white
0.04599456740131769,0.9540054325986823,white,white
0.045604824204554695,0.9543951757954453,white,white
0.04547528959048297,0.954524710409517,white,white
0.04511760776926521,0.9548823922307348,white,white
0.045116257858080266,0.9548837421419197,white,white
0.044415189182426595,0.9555848108175734,white,white
0.043111273579273246,0.9568887264207268,white,white
0.04266369752373411,0.9573363024762659,white,white
0.040037419845896705,0.9599625801541033,white,white
0.03831214505386216,0.9616878549461378,white,white
0.03755845670889246,0.9624415432911075,white,white
0.037101992881976686,0.9628980071180233,white,white
0.03686008214452208,0.9631399178554779,white,white
0.036749458302179794,0.9632505416978202,white,white
0.035429925317524535,0.9645700746824755,white,white
0.035060069288218476,0.9649399307117815,white,white
0.03483126547531146,0.9651687345246885,white,white
0.0344973522622013,0.9655026477377987,white,white
0.033915972147062656,0.9660840278529373,white,white
0.0327114293090891,0.9672885706909109,white,white
0.032513292407318595,0.9674867075926814,white,white
0.03156922685284602,0.968430773147154,white,white
0.031182029418942214,0.9688179705810578,white,white
0.030951456153631596,0.9690485438463684,white,white
0.030620814469138113,0.9693791855308619,white,white
0.030596116228440273,0.9694038837715597,white,white
0.029311634993000713,0.9706883650069993,white,white
0.029195491858112543,0.9708045081418875,white,white
0.028913924730360474,0.9710860752696395,white,white
0.028913924730360474,0.9710860752696395,white,white
0.028624203009565474,0.9713757969904345,white,white
0.028301503701973374,0.9716984962980266,white,white
0.028159519265610222,0.9718404807343898,white,white
0.02799642057106122,0.9720035794289388,white,white
0.027668601018329908,0.9723313989816701,white,white
0.027344368551529108,0.9726556314484709,white,white
0.027263772614937953,0.972736227385062,white,white
0.027253711194725194,0.9727462888052748,white,white
0.027016148939338236,0.9729838510606618,white,white
0.026746670733553635,0.9732533292664464,white,white
0.02663830407304535,0.9733616959269547,white,white
0.025797202393031515,0.9742027976069685,white,white
0.025751532060384164,0.9742484679396158,white,white
0.02472600057285035,0.9752739994271497,white,white
0.02469643961133028,0.9753035603886697,white,white
0.0244424354506394,0.9755575645493606,white,white
0.02430244986380281,0.9756975501361972,white,white
0.023529888454219883,0.9764701115457801,white,white
0.023418920598254678,0.9765810794017453,white,white
0.023401166697003095,0.9765988333029969,white,white
0.02337287934756216,0.9766271206524378,white,white
0.023287458559886787,0.9767125414401132,white,white
0.023111209587486692,0.9768887904125133,white,white
0.023111209587486692,0.9768887904125133,white,white
0.022984098267676556,0.9770159017323234,white,white
0.02241630316213139,0.9775836968378686,white,white
0.021918422609485844,0.9780815773905142,white,white
0.021832374591604586,0.9781676254083954,white,white
0.02164526297128866,0.9783547370287113,white,white
0.021021272986575412,0.9789787270134246,white,white
0.021001263400904913,0.9789987365990951,white,white
0.020782406456685942,0.9792175935433141,white,white
0.020541767135010547,0.9794582328649895,white,white
0.020309869174350736,0.9796901308256493,white,white
0.020150677137527273,0.9798493228624727,white,white
0.02014027874607527,0.9798597212539247,white,white
0.020134267131553973,0.979865732868446,white,white
0.020063160154066395,0.9799368398459336,white,white
0.020005173171601665,0.9799948268283983,white,white
0.019920374207067715,0.9800796257929323,white,white
0.019120056078775316,0.9808799439212247,white,white
0.019101365065686937,0.9808986349343131,white,white
0.018859195174389165,0.9811408048256108,white,white
0.01870985955689186,0.9812901404431081,white,white
0.018685668063639693,0.9813143319363603,white,white
0.018529490644945468,0.9814705093550545,white,white
0.01847640216452462,0.9815235978354754,white,white
0.01847640216452462,0.9815235978354754,white,white
0.018391603933242906,0.9816083960667571,white,white
0.018368950254454397,0.9816310497455456,white,white
0.018157919701214498,0.9818420802987855,white,white
0.018132121909323007,0.981867878090677,white,white
0.01801136772334999,0.98198863227665,white,white
0.017868440970046584,0.9821315590299534,white,white
0.01765049533574503,0.982349504664255,white,white
0.0176109635914804,0.9823890364085196,white,white
0.017549989593437454,0.9824500104065625,white,white
0.01751745633743851,0.9824825436625615,white,white
0.017488654218018596,0.9825113457819814,white,white
0.017317430959983837,0.9826825690400162,white,white
0.017049666380025807,0.9829503336199742,white,white
0.01683509839349473,0.9831649016065053,white,white
0.016462723509816923,0.9835372764901831,white,white
0.016404675657674894,0.9835953243423251,white,white
0.016393497318709094,0.9836065026812909,white,white
0.01630560965072947,0.9836943903492705,white,white
0.016182665530970586,0.9838173344690294,white,white
0.016181677359204283,0.9838183226407957,white,white
0.016116252883177418,0.9838837471168226,white,white
0.016070307355602775,0.9839296926443972,white,white
0.01593237986117435,0.9840676201388256,white,white
0.015882143206272126,0.9841178567937279,white,white
0.015694592243406746,0.9843054077565933,white,white
0.015267108598592372,0.9847328914014076,white,white
0.015216629536478177,0.9847833704635218,white,white
0.01519806617357411,0.9848019338264259,white,white
0.015108203797036146,0.9848917962029639,white,white
0.01500048039223234,0.9849995196077677,white,white
0.014699262280554626,0.9853007377194454,white,white
